# Pathway	W10	W100	W105	W111	W113	W117	W12	W123	W128	W139	W149	W154	W157	W16	W164	W169	W173	W183	W189	W193	W196	W209	W21	W215	W226	W231	W234	W250	W26	W28	W32	W38	W4	W43	W48	W53	W64	W69	W74	W79	W85	W89	W91
PWY-6803: phosphatidylcholine acyl editing|unclassified	342.0220844323	423.2713979090	37.2118404588	48.4423716706	71.6897722917	224.0676004880	74.3574852716	329.7846914103	111.4222078449	110.4480251919	86.1800338704	349.4750207877	351.8011223954	110.7551730851	185.2329251385	326.1543341966	179.3470470306	252.4623251924	369.0555863838	209.6344089048	220.4947837092	480.5240990295	81.6587032970	25.0848317444	78.7147738809	95.9466289863	23.5681980674	89.7310731094	102.7129360869	288.4705438256	411.5128298284	363.7578111226	368.4562356031	184.8528769878	358.9581499389	357.2909067721	93.2907965388	689.7363016200	205.3304253353	21.1032955387	32.0566321704	9.7397374690	34.5810620966
PWY-6807: xyloglucan degradation II (exoglucanase)	0	2.5238283900	1.2962352297	0.8059965648	7.4427286085	0	2.2091604318	0	1.9217572721	1.6334361757	0.8169854248	0	1.0364109801	0.9662476728	0.8428319057	2.1413678313	1.9117184522	0.6307357416	0.4678141268	0	0.6749790214	1.6458563110	0.7901928326	2.2913323833	2.0873420950	0.6829406837	1.3881338967	0.6313177501	0.7678000427	0	1.7434217393	2.3764144890	1.6292555833	0.4446751070	0.6624600877	0	1.4123177592	0	0	1.1839295459	4.7473330080	2.8434856835	3.1195235008
PWY-6807: xyloglucan degradation II (exoglucanase)|unclassified	0	2.5238283900	1.2962346150	0.8059965648	7.4427214733	0	2.2091589006	0	1.9217568399	1.6334361757	0.8169854248	0	1.0364109551	0.9662476169	0.8428318823	2.1413667375	1.9117178029	0.6307357416	0.4678141268	0	0.6749790214	1.6458563110	0.7901928107	2.2913323833	2.0873420950	0.6829406837	1.3881337027	0.6313177501	0.7678000427	0	1.7434217393	2.3764144890	1.6292555833	0.4446751070	0.6624600877	0	1.4123174500	0	0	1.1839294320	4.7473330080	2.8434781621	3.1195187027
PWY-6823: molybdenum cofactor biosynthesis	142.7738396000	127.1289902043	66.3796636289	70.7988288223	137.2320745682	67.2431428788	84.1557310365	83.4460438448	93.0670083196	78.0904443106	102.5501141853	67.7226100339	122.5772731834	102.0075169669	130.9387121863	120.1156202026	107.6352233583	130.0629735581	98.6449878251	76.6429400174	88.2900512683	250.7909579060	73.0951684703	77.1422324947	93.1843017081	75.0172335952	80.3015494801	69.6451955972	97.7145483917	72.4442040823	135.8846608717	166.1358854399	110.9082526478	71.0332418221	98.2593815795	73.9168631889	106.5244831953	103.7295862101	135.9774154310	58.2977856185	76.7419057058	43.2065443618	54.0882257877
PWY-6823: molybdenum cofactor biosynthesis|unclassified	142.7647081999	125.7224135741	66.3778851335	70.7987758707	137.2292896768	67.2427970613	84.1543606038	83.4449556634	93.0653961639	78.0903837439	102.5498280644	67.7223621557	122.5755860722	94.6113989326	127.5330488032	120.1076752609	106.9510636983	130.0615696299	98.6416567758	76.6426015150	88.2883053159	250.7900450792	73.0945729059	77.1420109357	93.1834923750	75.0172243240	80.2997711919	69.6448084911	97.7143405030	72.4407323610	135.8765831947	166.1330464691	110.9061609720	71.0329148598	98.0521595014	73.9149985714	106.5235307520	103.7268718311	134.0159645728	58.2969850658	76.7402435757	43.2064395395	53.9952729100
PWY-6830: superpathway of methanogenesis	19.3473445196	56.5291506262	0	12.8220723863	117.9772206160	0	20.4313575544	0	0	73.9968937126	2.9614841887	6.6421915657	16.0218172945	22.7947848248	8.4241243987	27.5479662592	32.7981956784	12.3671208865	40.6601512450	5.4160079755	12.3936237915	33.9277267247	15.5378318706	12.1410507508	10.0077345877	0	5.7665194900	0	0	4.5897805103	41.1679691497	31.6604327077	0	19.8658434365	0	0	10.8467721121	0	9.3796866698	2.9165479353	0	3.8996403542	4.7634780418
PWY-6830: superpathway of methanogenesis|unclassified	19.0237356478	39.4634290905	0	12.8220723863	97.5442670869	0	20.4309616171	0	0	65.7259084435	2.9614749421	6.6421896431	15.5821203042	22.7945578786	8.4241033495	27.5476992731	32.7961244059	12.3671191530	38.7619005259	5.4160058603	12.3932926748	33.9274747883	15.5378152825	12.1410370870	10.0077251756	0	5.7665136045	0	0	4.5897776778	41.1657362543	31.5798216726	0	19.8658403082	0	0	10.8467599715	0	9.3795105646	2.9165466554	0	3.8996389674	4.7634742987
PWY-6834: spermidine biosynthesis III	1.1101557253	0.4889591455	0.3656800604	0.4390431409	2.7729672823	0	0.8978323363	0.7887544529	1.5220435088	0.5593588625	0.5332493664	1.6224606303	1.5815729740	0	0.8351984388	0.4224977488	0.3001521473	2.6661395804	1.3077286606	0.6140923613	1.0000975142	1.0439685757	1.5625938940	0.2781159113	0.5624937980	0.3877926460	0	2.7610156963	0.3691432401	0.7014366237	0.9987707729	0.4803248254	1.0529715181	0	1.4564723418	0.4862034789	0.7725573573	0.9782517094	0	0.4472180188	0.5198467683	0.3112098906	0.7476357580
PWY-6834: spermidine biosynthesis III|unclassified	1.1101550154	0.4889587951	0.3656794124	0.4390431409	2.7729640906	0	0.8978241656	0.7887516833	1.5220353887	0.5593587835	0.5332493246	1.6224532051	1.5815727676	0	0.8351926771	0.4224923504	0.3001514399	2.6661395804	1.3077250277	0.6140918628	1.0000962227	1.0439685679	1.5625925600	0.2781159113	0.5624937980	0.3877926374	0	2.7610145335	0.3691430540	0.7014353515	0.9987698752	0.4803248220	1.0529715181	0	1.4564713874	0.4862034570	0.7725573573	0.9782455094	0	0.4472180188	0.5198465626	0.3112098640	0.7476356912
PWY-6836: santalene biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0489631588	0.1959975999	0	0	0	0	0	0	0	0	0.1498649268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6836: santalene biosynthesis II|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0489631588	0.1959975999	0	0	0	0	0	0	0	0	0.1498649268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	255.8604632905	264.2859077280	191.1025627763	151.5182628730	258.5419597767	216.6277516559	189.2256875648	165.8607366524	209.7961666231	160.1726767795	200.5969447546	163.3913689338	228.1690424841	172.8530294833	259.1179281699	326.2503156397	230.1577877051	301.5068895555	261.8498847116	233.4947764085	214.1842598377	556.3552397758	203.3174063005	210.1456447661	216.6530662707	161.6203453005	201.5372489902	165.4065625656	198.2784052152	190.5068906650	290.7406372242	487.2059372459	157.6565897794	199.2129068071	204.9129403005	141.4345877920	248.4666349484	294.6808661889	341.8201264282	154.2679193408	210.0420279744	128.5931181577	196.8381910471
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|unclassified	252.6834436520	264.2859077280	191.1025627763	151.5182628730	258.5419597767	216.6277516559	189.2256875648	165.7599611649	209.7760363143	160.1726767795	200.5969447546	163.3913689338	228.1690424841	172.8530294833	259.1179281699	320.4841855952	230.1577877051	255.4514882505	261.8498847116	233.4947764085	214.1842598377	556.3552397758	203.3174063005	210.1456447661	216.6530662707	161.6203453005	201.5372489902	143.1040474717	198.2784052152	190.5068906650	290.7406372242	487.2059372459	157.6565897794	199.2129068071	204.9129403005	110.0027797757	248.4666349484	265.8662158737	339.6809331078	154.2679193408	209.9214252241	128.5931181577	196.8381910471
PWY-6842: glutathione-mediated detoxification II	5.0352348900	2.8716688881	0.9355800238	0	0	0	0	0.8301339971	0	0	0	6.2148249542	0	0	0	1.9139262778	3.5481346348	0.5588569541	2.8051535882	8.9483969240	1.6508025877	0	0.5585949041	0.8557164578	1.0450418142	0.6934657405	0.6219553731	0.8842038543	0	0	2.7660783949	0	0	0	11.4289236677	0	0	0	0	1.4303436463	0	0.4889900217	0
PWY-6842: glutathione-mediated detoxification II|unclassified	5.0352174564	2.8716645010	0.9355783974	0	0	0	0	0.8301335129	0	0	0	6.2148249542	0	0	0	1.9139081969	3.5481346348	0.5588569541	2.8051535882	8.9483969240	1.6508025877	0	0.5585949041	0.8557164578	1.0450418142	0.6934657405	0.6219553431	0.8842020991	0	0	2.7660690798	0	0	0	11.4289236677	0	0	0	0	1.4303316010	0	0.4889900217	0
PWY-6857: retinol biosynthesis	1.3060156511	2.5335609191	2.7435571104	0	7.0232421300	2.5345818535	8.9038300465	0	0.7056385684	4.9059681171	4.4028195214	1.9306418702	0.7392333328	0	3.9504770884	2.1467734740	8.3941568575	2.1814236260	2.0135061529	0.9003386370	2.0112195637	3.9043029181	0.9773745240	4.6835997927	0.9199028805	0.8944921004	3.3158856644	1.4304161799	2.2163253304	0	13.3719998429	5.6368380741	2.3186476438	1.7449067515	3.3209818813	1.5768800216	1.4714506650	0.5492609224	0.7559451716	2.6292483895	1.0848408913	2.6345370828	8.4297156167
PWY-6857: retinol biosynthesis|unclassified	1.3060127409	2.5335558835	2.7435378851	0	7.0231188798	2.5345818535	8.9007662898	0	0.7056385684	4.9059681171	4.4026597134	1.9305336169	0.7392231154	0	3.9500356950	2.1465998381	8.3896254793	2.1814236260	2.0135061529	0.9003386370	2.0112195637	3.9043029181	0.9773745240	4.6835997927	0.9199028805	0.8944921004	3.3158856644	1.4304059610	2.2163253304	0	13.3677705681	5.6365222439	2.3186476438	1.7449067515	3.3207054367	1.5768725444	1.4714494301	0.5492517562	0.7559420591	2.6292483895	1.0848355454	2.6345370828	8.4297156167
PWY-6859: all-trans-farnesol biosynthesis	504.3812682763	1077.8490633252	416.7107764672	412.3336502901	1063.8598046588	382.5005179748	415.2843420561	659.5680798175	482.8632068846	478.0788500481	491.7712263176	422.5750353893	508.1166562304	359.7794207970	429.6823009812	642.1026021162	580.0731673428	573.2287812787	617.2683091238	462.1590856986	541.2292566368	1097.9156280631	384.8839041434	362.5093913450	401.9988683551	352.1304798350	327.9570700554	283.7407747588	426.0518691862	592.9096979545	564.1229606210	1045.4544449471	449.5284839871	402.0414435501	557.4548632265	310.8300953775	589.2661167512	520.0456983445	732.1330529625	290.7125857191	428.2383448689	223.4831310790	328.8837959092
PWY-6859: all-trans-farnesol biosynthesis|g__Methanosaeta.s__Methanosaeta_concilii	6.4290962528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis|unclassified	495.3368206197	1076.1550033131	415.4858043073	412.3336502901	1061.4187389671	381.1403999433	414.6206956488	658.7688006313	481.8874493406	477.0823235273	491.6043657525	422.5750353893	507.8868078836	359.0362404701	428.6915513240	621.4146108523	579.0248815620	573.2287812787	616.5182613206	462.1590856986	541.2292566368	1097.6722193029	384.4350592262	362.0948482857	401.6423579862	352.0329697181	327.5459608190	283.7407747588	426.0518691862	590.2431826571	561.2853424497	1043.6212333470	449.5284839871	402.0414435501	556.8387039773	310.4781674747	588.1199806131	516.0983003736	730.3867665020	287.2391407674	425.7727941091	223.3068637516	328.3106246161
PWY-6863: pyruvate fermentation to hexanol	32.4473279140	31.3120352342	16.1961313608	19.1606978561	55.1071526044	15.2310532551	37.3724396048	30.5746549896	25.6740389497	41.3384664627	30.1216813582	27.3471335330	36.8728042906	16.4742900847	25.8433926912	46.0141120510	49.5924563331	36.4885949676	46.1307927327	39.5749384843	55.3804673746	67.2709890479	25.6664888671	19.5110583665	20.0387158078	22.6197801079	15.8844111145	24.4190627613	24.7074287218	10.3758375787	36.0855394555	66.0833162454	31.5390231731	12.7504487132	23.1221465485	25.9408135880	35.6404879856	38.7493356699	30.4909879364	14.3714399836	27.2820901551	13.4475447175	19.9548372831
PWY-6863: pyruvate fermentation to hexanol|unclassified	32.4437879136	31.3114295551	16.1949801955	19.1606813522	55.0988401128	15.2310532551	37.3695036580	30.5739378714	25.6733060565	41.3297373637	30.1202507195	27.3470613988	36.8706742741	16.4732161223	25.8404468683	46.0052021419	49.3958126640	36.4840341074	46.1303199657	39.5748943377	55.3804673746	67.2675397866	25.6645107350	19.5094130913	20.0363844594	22.6197801079	15.8831483854	24.4168242898	24.7073852494	10.3758106343	36.0745235119	66.0742064869	31.5390231731	12.7499944279	23.1215099355	25.9299078962	35.6377773373	38.7441084761	30.4894702437	14.3708947518	27.2798826015	13.4464010935	19.9524957903
PWY-6876: isopropanol biosynthesis	185.2925809401	292.2573877541	288.6043165244	148.8578497118	747.8309281638	84.1204620113	484.1230895788	180.3512340924	174.2995296264	204.8252981098	228.0324420428	62.8238971394	123.4697022978	368.7858955397	183.9764571119	548.7620182772	889.3258561714	160.2133067573	202.6839472141	158.7916003506	150.0892214336	715.9147547983	305.5591389494	495.2006644174	571.3837506860	219.7859908242	717.8855562684	176.5057999379	572.5237777807	97.2996554962	377.9007042485	323.6122775819	89.8840219553	186.1476616816	180.6526104969	35.3224007535	684.5665312019	576.5153966975	395.7921082714	244.9246453354	462.6955573051	513.1965379647	647.9284298832
PWY-6876: isopropanol biosynthesis|unclassified	185.1996224279	292.1410521889	288.5579361251	148.8574628098	746.9463308672	84.1204620113	472.7976193437	180.3220871129	174.2939097846	204.7796322999	228.0250173350	62.8233556816	123.4677605862	365.7874229844	183.9634633204	545.6964336403	877.0815708068	160.2133067573	202.6634144710	158.7916003506	150.0892214336	715.8519154662	305.5347127029	494.9807769754	571.1863449105	219.7859908242	713.1135182579	176.5041953451	572.5170923264	97.2970130037	377.5514488753	323.5083841208	89.8840219553	186.1379702026	180.6233398085	35.3204897685	684.4311531286	576.2598429673	395.7453530047	227.9763725528	454.8889783726	512.9700817286	633.0053914394
PWY-6883: pyruvate fermentation to butanol II	31.6496167596	34.3221030432	16.0028812746	18.7012300611	57.4412689654	14.2744073092	38.6561911289	31.6039847880	25.4167311196	42.2881341545	34.0241044075	26.4921876306	35.9080825310	16.2569397687	29.8466187040	47.6226862207	49.1822205742	36.5233060329	43.8660268410	38.7964106477	54.0232830533	67.6095325691	27.2119391217	19.6545626588	24.0024063088	23.2338883757	15.9825610387	24.3396601149	26.4084809334	9.8584040885	38.5402815123	70.2413131855	31.9443049750	14.3481233198	23.3184027377	26.1033259745	37.8456057360	36.7173706605	29.1524776258	14.6723983081	28.2322403420	14.3008705968	19.6306076717
PWY-6883: pyruvate fermentation to butanol II|unclassified	31.6454490974	34.3215112562	16.0022155904	18.7012162341	57.4372761992	14.2742366487	38.6529545831	31.6032962007	25.4159688700	42.2825330793	34.0229533140	26.4919618235	35.9063885667	16.2559651850	29.8438081936	47.6140769341	49.0716901328	36.5207601896	43.8659802130	38.7964024375	54.0232648268	67.6069758957	27.2105219087	19.6534773981	24.0003882051	23.2338883757	15.9817144704	24.3384401527	26.4083592790	9.8582413621	38.5304887767	70.2344927537	31.9437156084	14.3477241104	23.3176710520	26.0968181733	37.8433998460	36.7132049653	29.1512420346	14.6718718436	28.2297443129	14.3000978038	19.6284736791
PWY-6886: 1-butanol autotrophic biosynthesis	63.7356188400	69.5711741826	31.0323684649	22.2708957280	110.1733111967	28.9281880285	72.8671338796	64.4570234604	46.6210160336	79.4819863257	61.6806509748	54.1354103192	73.1724334147	34.1043062203	59.6170122263	80.3419938425	84.8382126963	71.5233061091	84.2981395114	76.6074715096	96.0985840772	131.5738014678	53.6469087152	38.5018021898	30.9872769840	30.4503328466	31.6485260403	36.9283770185	15.0603693477	20.0058450612	73.8657198721	130.9604256979	58.2211370818	27.6580083746	41.2115127138	46.0532962963	66.0812130624	74.8337664879	60.7641209320	20.4436797304	37.2649664053	0	10.4058757210
PWY-6886: 1-butanol autotrophic biosynthesis|unclassified	63.6120812545	68.6265054220	29.0527455647	22.2708779479	110.1598117063	28.9252194351	68.7033858060	62.9083310707	46.6175038267	79.4676688042	61.6782060741	53.9864324991	73.0672163267	34.0716677684	59.0793215041	80.3059935835	84.6628236006	71.5167538063	84.2933914968	76.6062711622	96.0929307170	131.5672205581	53.6428190596	38.4989469235	30.9851124234	30.4502487214	31.6459816891	36.9257857512	15.0603037183	19.5339116697	73.8312293295	130.9368497293	57.9296660566	27.6565829935	41.2078387870	46.0318126483	66.0745662637	72.6165508634	60.4566923310	20.4427706705	37.2606239277	0	10.4052904879
PWY-6891: thiazole biosynthesis II (Bacillus)	84.2170002766	84.4072614825	19.6338374429	27.1458277997	42.7282436680	40.4353654787	37.6093174875	49.6683280864	39.3393876796	30.5705895588	61.6090698567	52.3113534854	86.5173799210	47.1335469402	53.8140502929	68.7502932743	55.0764866360	50.6156718701	47.3707264829	37.7528068280	35.9104577802	125.1702153448	26.7380720618	28.9603659392	30.4402229370	33.3830343051	31.8993640319	30.2475654448	60.5661319761	32.5382935139	96.7425931184	79.1695411462	106.4359394772	71.4783410973	77.1024418870	78.7625248125	45.5451435143	87.6718694974	48.2424625652	26.6232406179	27.9564870872	17.6358130386	23.1652442532
PWY-6891: thiazole biosynthesis II (Bacillus)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6721397584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6891: thiazole biosynthesis II (Bacillus)|unclassified	84.1718322670	84.3645003908	19.6331206475	27.1458249900	42.7264666030	40.4346111295	37.6044007688	49.6623856510	39.3366065155	30.5702632135	61.6082249056	52.3086872781	86.4873803765	47.1288490028	53.7854547740	64.8320690293	55.0568924794	50.6096481780	47.3650031158	37.7517346882	35.9083769398	125.1637789026	26.7367378694	28.9591350662	30.4390011883	33.3830294092	31.8982031235	30.2453901554	60.5658663232	32.5200577776	96.6041364725	79.1627358485	106.3485084431	71.4394687739	77.0431993659	78.3422689588	45.5421195809	87.6085184709	48.2366357998	26.6221912011	27.9544684045	17.6354774346	23.1634090999
PWY-6892: thiazole biosynthesis I (E. coli)	104.7735343349	105.2571726838	24.5133319223	33.8753206956	53.3332133652	50.4038270511	46.9149950213	61.8659750338	49.0690608914	38.1110559142	76.7927488853	65.1339338744	107.5831179628	58.7371646348	67.0766272563	85.7085254266	279.8571422561	63.0929749404	59.0620660300	47.0544409183	46.8228969073	155.9720225170	33.3567920848	36.1312451284	37.9872310488	41.6256180116	39.7787281991	37.7187308801	75.4537365002	40.5816843313	120.2982671158	98.6746334814	132.1288315795	88.8207286948	95.9463375602	97.6298982564	56.8122801810	108.9760269252	60.1843330487	33.2121689096	34.8935593772	22.0127583377	28.9141289906
PWY-6892: thiazole biosynthesis I (E. coli)|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4057457591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole biosynthesis I (E. coli)|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8249748302	0	0	22.0475577699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole biosynthesis I (E. coli)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9191195802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	104.7013816462	105.1891589291	24.5121620235	33.8753119446	53.3302921071	50.4024726952	46.9070746319	61.8563542984	49.0645989486	38.1105102565	76.7913586893	65.1296775858	107.5351363261	58.7294642998	67.0312856586	80.8268628072	85.4028849277	63.0832910405	59.0530859217	47.0527563733	46.8193489920	155.9617752364	33.3546899044	36.1293115649	37.9853080917	41.6256027873	39.7768643487	37.7152695550	75.4533092347	40.5528570000	120.0822883654	98.6638822738	131.9899116493	88.7601145596	95.8534785724	96.9805240120	56.8074940318	108.8757725488	60.1748961352	33.2104735524	34.8903257416	22.0122203441	28.9111881332
PWY-6895: superpathway of thiamin diphosphate biosynthesis II	359.3253640543	384.5545067494	93.1001560290	125.3013684550	201.7637752934	177.7498369971	173.6299537173	213.6547930260	178.6689655099	139.9974191840	271.1754326506	220.0950588606	363.5111038758	210.7476430913	240.1236959189	315.0945858912	253.2227313267	228.2389353132	216.0686893015	167.6575438217	165.2983954490	549.3247003926	122.9110219839	134.0835887975	142.1007511609	149.9544194001	146.2774690913	135.2596355589	258.9779837079	149.7813048427	410.7958984170	359.9088377470	422.1983054468	286.8553265884	325.5237652917	292.9717108648	207.5893463820	363.1137812575	222.9061634152	121.5277656092	130.5782404476	83.1873374136	109.0850824215
PWY-6895: superpathway of thiamin diphosphate biosynthesis II|unclassified	358.4841072015	384.0418005733	93.0769963452	125.3005352750	201.6597483200	177.4410444621	173.3437717993	213.3714192657	178.4764714125	139.9573481163	271.1040601071	219.8664714603	363.0545946427	210.4941696407	239.7558687261	298.0589504545	252.8407722932	227.9998953206	215.8630387677	167.5886618772	165.1992387015	549.2377114396	122.8568483349	134.0464652250	142.0665323979	149.9464946377	146.2264632127	135.1697894191	258.9628715656	149.4037702907	408.2285655312	359.6075037418	421.7919088363	286.6616910921	325.1540827993	291.5795606488	207.5003485760	362.4340161933	222.5376176489	121.4721077488	130.4914481029	83.1742817340	109.0383996253
PWY-6897: thiamin salvage II	885.0262952971	2223.3396902425	649.2745472068	537.0079814972	1877.5479619218	357.9953525923	1021.1147536834	924.9898395462	733.8792383783	987.1684709171	757.9918983110	678.6191359622	1289.8492211325	739.7085432384	623.6871366172	1056.9629836135	1702.0474721469	1157.7820209731	1177.0792244828	654.6463645273	1054.2352267087	1716.1904328893	530.5246644741	670.2818909161	991.2924390710	528.8642132393	575.0816211547	360.1308675047	558.1955924769	850.0902051642	1188.3896156907	2210.8727702298	965.1559561413	603.7621314999	985.4869731027	631.2282792672	948.4736140079	1008.5465807296	1094.7784225783	435.9885134394	727.8440344559	500.2614749866	555.0519810302
PWY-6897: thiamin salvage II|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1557986197	8.6128147421	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamin salvage II|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4291497976	17.3230216604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamin salvage II|g__Halomonas.s__Halomonas_boliviensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8660209037	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamin salvage II|unclassified	840.7860928003	2203.8684927898	645.9154851424	537.0079814972	1855.9675923328	356.7567260276	919.1477005811	917.9169267270	721.2888500165	985.4843528628	757.6283924874	671.2885720305	1283.4171847358	724.7237838289	598.6208574066	981.4395107989	1656.9812029727	1149.4440397798	1152.8856726935	648.2834921624	1051.0410560425	1715.8682492513	526.9344160469	670.0729819660	990.5979663388	528.7712306131	574.6476416066	359.5986031470	558.1299032254	816.6153251564	1170.4601059672	2195.5026271540	964.3316971763	603.7621314999	982.3461407557	630.3204252992	947.4332904269	1004.3229912731	1043.2606017643	435.5033484872	725.8325254252	500.0497079684	554.3090642262
